row_id,attacker_model,img1,img2,dataset,attack_type,source_csv,victim_model,attack_method,variant,similarity,source_column
27,GhostFaceNet,/content/face_module/dataset_extractedfaces/celeba_pairs/023869.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/024923.jpg,celeba_pairs,dodging_attack,/home/nadmin/Desktop/updatedattack/results/Ghostfacenet/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,VGG-Face,clean,clean,0.3985179960727691,VGG-Face_clean
28,GhostFaceNet,/content/face_module/dataset_extractedfaces/celeba_pairs/130980.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/147767.jpg,celeba_pairs,dodging_attack,/home/nadmin/Desktop/updatedattack/results/Ghostfacenet/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,VGG-Face,clean,clean,0.5354241728782654,VGG-Face_clean
30,GhostFaceNet,/content/face_module/dataset_extractedfaces/celeba_pairs/042909.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/048579.jpg,celeba_pairs,dodging_attack,/home/nadmin/Desktop/updatedattack/results/Ghostfacenet/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,VGG-Face,clean,clean,0.2953174710273742,VGG-Face_clean
32,GhostFaceNet,/content/face_module/dataset_extractedfaces/lfw_pairs/Donald Rumsfeld_105.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Paul Burrell_11.jpg,lfw_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/Ghostfacenet/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,VGG-Face,clean,clean,0.1673976480960846,VGG-Face_clean
33,GhostFaceNet,/content/face_module/dataset_extractedfaces/celeba_pairs/169016.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/171037.jpg,celeba_pairs,dodging_attack,/home/nadmin/Desktop/updatedattack/results/Ghostfacenet/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,VGG-Face,clean,clean,0.7581580877304077,VGG-Face_clean
34,GhostFaceNet,/content/face_module/dataset_extractedfaces/celeba_pairs/001430.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/046649.jpg,celeba_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/Ghostfacenet/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,VGG-Face,clean,clean,0.1489525586366653,VGG-Face_clean
48,GhostFaceNet,/content/face_module/dataset_extractedfaces/lfw_pairs/Renee Zellweger_14.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Venus Williams_9.jpg,lfw_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/Ghostfacenet/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,VGG-Face,clean,clean,0.0496263392269611,VGG-Face_clean
57,GhostFaceNet,/content/face_module/dataset_extractedfaces/lfw_pairs/Mike Weir_10.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Luis Horna_2.jpg,lfw_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/Ghostfacenet/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,VGG-Face,clean,clean,0.1559331864118576,VGG-Face_clean
60,GhostFaceNet,/content/face_module/dataset_extractedfaces/lfw_pairs/Jason Kidd_9.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Luiz Inacio Lula da Silva_22.jpg,lfw_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/Ghostfacenet/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,VGG-Face,clean,clean,0.0474243052303791,VGG-Face_clean
0,VGG-Face,/content/face_module/dataset_extractedfaces/lfw_pairs/Renee Zellweger_1.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Catherine Deneuve_2.jpg,lfw_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,ArcFace,clean,clean,0.2113871872425079,ArcFace_clean
1,VGG-Face,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0113_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0122_01.jpg,vggface2_pairs,dodging_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,ArcFace,clean,clean,0.3415670692920685,ArcFace_clean
2,VGG-Face,/content/face_module/dataset_extractedfaces/celeba_pairs/107859.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/031892.jpg,celeba_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,ArcFace,clean,clean,0.2291036397218704,ArcFace_clean
3,VGG-Face,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0076_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000005_0080_01.jpg,vggface2_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,ArcFace,clean,clean,0.0339482352137565,ArcFace_clean
4,VGG-Face,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000008_0256_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000008_0348_01.jpg,vggface2_pairs,dodging_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,ArcFace,clean,clean,0.017865490168333,ArcFace_clean
5,VGG-Face,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000004_0204_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000002_0070_01.jpg,vggface2_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,ArcFace,clean,clean,0.0034883907064795,ArcFace_clean
6,VGG-Face,/content/face_module/dataset_extractedfaces/lfw_pairs/Luiz Inacio Lula da Silva_7.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Luiz Inacio Lula da Silva_8.jpg,lfw_pairs,dodging_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,ArcFace,clean,clean,0.7488540410995483,ArcFace_clean
7,VGG-Face,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000010_0058_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000010_0081_01.jpg,vggface2_pairs,dodging_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,ArcFace,clean,clean,0.6302404403686523,ArcFace_clean
8,VGG-Face,/content/face_module/dataset_extractedfaces/celeba_pairs/023666.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/010959.jpg,celeba_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,ArcFace,clean,clean,0.1708459556102752,ArcFace_clean
9,VGG-Face,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_75.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_76.jpg,lfw_pairs,dodging_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,ArcFace,clean,clean,0.2683088183403015,ArcFace_clean
10,VGG-Face,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000005_0022_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000005_0076_01.jpg,vggface2_pairs,dodging_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,ArcFace,clean,clean,0.5862312316894531,ArcFace_clean
11,VGG-Face,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0176_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0335_03.jpg,vggface2_pairs,dodging_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,ArcFace,clean,clean,0.1998281925916671,ArcFace_clean
12,VGG-Face,/content/face_module/dataset_extractedfaces/celeba_pairs/003089.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/016966.jpg,celeba_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,ArcFace,clean,clean,0.2072169482707977,ArcFace_clean
15,VGG-Face,/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_518.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_519.jpg,lfw_pairs,dodging_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,ArcFace,clean,clean,0.6775953769683838,ArcFace_clean
16,VGG-Face,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_24.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_25.jpg,lfw_pairs,dodging_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,ArcFace,clean,clean,0.6158847212791443,ArcFace_clean
17,VGG-Face,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000016_0036_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000012_0087_01.jpg,vggface2_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,ArcFace,clean,clean,0.3356752395629883,ArcFace_clean
18,VGG-Face,/content/face_module/dataset_extractedfaces/celeba_pairs/092809.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/108708.jpg,celeba_pairs,dodging_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,ArcFace,clean,clean,0.7534175515174866,ArcFace_clean
19,VGG-Face,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0012_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000008_0101_01.jpg,vggface2_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,ArcFace,clean,clean,0.1917921304702758,ArcFace_clean
21,VGG-Face,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000012_0183_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000014_0113_01.jpg,vggface2_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,ArcFace,clean,clean,0.1859162747859954,ArcFace_clean
23,VGG-Face,/content/face_module/dataset_extractedfaces/lfw_pairs/Tom Daschle_5.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Tom Daschle_6.jpg,lfw_pairs,dodging_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,ArcFace,clean,clean,0.6419427394866943,ArcFace_clean
26,VGG-Face,/content/face_module/dataset_extractedfaces/celeba_pairs/113117.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/129449.jpg,celeba_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,ArcFace,clean,clean,0.0089564956724643,ArcFace_clean
27,VGG-Face,/content/face_module/dataset_extractedfaces/celeba_pairs/023869.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/024923.jpg,celeba_pairs,dodging_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,ArcFace,clean,clean,0.7247549891471863,ArcFace_clean
28,VGG-Face,/content/face_module/dataset_extractedfaces/celeba_pairs/130980.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/147767.jpg,celeba_pairs,dodging_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,ArcFace,clean,clean,0.3586554825305938,ArcFace_clean
30,VGG-Face,/content/face_module/dataset_extractedfaces/celeba_pairs/042909.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/048579.jpg,celeba_pairs,dodging_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,ArcFace,clean,clean,0.5551614761352539,ArcFace_clean
32,VGG-Face,/content/face_module/dataset_extractedfaces/lfw_pairs/Donald Rumsfeld_105.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Paul Burrell_11.jpg,lfw_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,ArcFace,clean,clean,0.0229567140340805,ArcFace_clean
33,VGG-Face,/content/face_module/dataset_extractedfaces/celeba_pairs/169016.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/171037.jpg,celeba_pairs,dodging_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,ArcFace,clean,clean,0.8753218650817871,ArcFace_clean
34,VGG-Face,/content/face_module/dataset_extractedfaces/celeba_pairs/001430.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/046649.jpg,celeba_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,ArcFace,clean,clean,0.1476320326328277,ArcFace_clean
48,VGG-Face,/content/face_module/dataset_extractedfaces/lfw_pairs/Renee Zellweger_14.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Venus Williams_9.jpg,lfw_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,ArcFace,clean,clean,0.1083588227629661,ArcFace_clean
57,VGG-Face,/content/face_module/dataset_extractedfaces/lfw_pairs/Mike Weir_10.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Luis Horna_2.jpg,lfw_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,ArcFace,clean,clean,0.2939320802688598,ArcFace_clean
60,VGG-Face,/content/face_module/dataset_extractedfaces/lfw_pairs/Jason Kidd_9.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Luiz Inacio Lula da Silva_22.jpg,lfw_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,ArcFace,clean,clean,0.0810950919985771,ArcFace_clean
0,VGG-Face,/content/face_module/dataset_extractedfaces/lfw_pairs/Renee Zellweger_1.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Catherine Deneuve_2.jpg,lfw_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,Facenet512,clean,clean,0.2037829756736755,Facenet512_clean
1,VGG-Face,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0113_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0122_01.jpg,vggface2_pairs,dodging_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,Facenet512,clean,clean,0.822794497013092,Facenet512_clean
2,VGG-Face,/content/face_module/dataset_extractedfaces/celeba_pairs/107859.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/031892.jpg,celeba_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,Facenet512,clean,clean,0.0810722559690475,Facenet512_clean
3,VGG-Face,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0076_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000005_0080_01.jpg,vggface2_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,Facenet512,clean,clean,0.0153017658740282,Facenet512_clean
4,VGG-Face,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000008_0256_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000008_0348_01.jpg,vggface2_pairs,dodging_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,Facenet512,clean,clean,0.52094566822052,Facenet512_clean
5,VGG-Face,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000004_0204_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000002_0070_01.jpg,vggface2_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,Facenet512,clean,clean,-0.0816236436367034,Facenet512_clean
6,VGG-Face,/content/face_module/dataset_extractedfaces/lfw_pairs/Luiz Inacio Lula da Silva_7.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Luiz Inacio Lula da Silva_8.jpg,lfw_pairs,dodging_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,Facenet512,clean,clean,0.7516776323318481,Facenet512_clean
7,VGG-Face,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000010_0058_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000010_0081_01.jpg,vggface2_pairs,dodging_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,Facenet512,clean,clean,0.6818405389785767,Facenet512_clean
8,VGG-Face,/content/face_module/dataset_extractedfaces/celeba_pairs/023666.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/010959.jpg,celeba_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,Facenet512,clean,clean,-0.2507398426532745,Facenet512_clean
9,VGG-Face,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_75.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_76.jpg,lfw_pairs,dodging_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,Facenet512,clean,clean,0.8218121528625488,Facenet512_clean
10,VGG-Face,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000005_0022_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000005_0076_01.jpg,vggface2_pairs,dodging_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,Facenet512,clean,clean,0.7888361215591431,Facenet512_clean
11,VGG-Face,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0176_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0335_03.jpg,vggface2_pairs,dodging_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,Facenet512,clean,clean,0.7133797407150269,Facenet512_clean
12,VGG-Face,/content/face_module/dataset_extractedfaces/celeba_pairs/003089.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/016966.jpg,celeba_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,Facenet512,clean,clean,0.0975427031517028,Facenet512_clean
15,VGG-Face,/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_518.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_519.jpg,lfw_pairs,dodging_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,Facenet512,clean,clean,0.6876072287559509,Facenet512_clean
16,VGG-Face,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_24.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_25.jpg,lfw_pairs,dodging_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,Facenet512,clean,clean,0.7765311598777771,Facenet512_clean
17,VGG-Face,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000016_0036_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000012_0087_01.jpg,vggface2_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,Facenet512,clean,clean,-0.0131816901266574,Facenet512_clean
18,VGG-Face,/content/face_module/dataset_extractedfaces/celeba_pairs/092809.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/108708.jpg,celeba_pairs,dodging_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,Facenet512,clean,clean,0.7128064632415771,Facenet512_clean
19,VGG-Face,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0012_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000008_0101_01.jpg,vggface2_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,Facenet512,clean,clean,0.0531447790563106,Facenet512_clean
21,VGG-Face,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000012_0183_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000014_0113_01.jpg,vggface2_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,Facenet512,clean,clean,-0.2023607045412063,Facenet512_clean
23,VGG-Face,/content/face_module/dataset_extractedfaces/lfw_pairs/Tom Daschle_5.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Tom Daschle_6.jpg,lfw_pairs,dodging_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,Facenet512,clean,clean,0.7583963871002197,Facenet512_clean
26,VGG-Face,/content/face_module/dataset_extractedfaces/celeba_pairs/113117.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/129449.jpg,celeba_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,Facenet512,clean,clean,-0.209015667438507,Facenet512_clean
27,VGG-Face,/content/face_module/dataset_extractedfaces/celeba_pairs/023869.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/024923.jpg,celeba_pairs,dodging_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,Facenet512,clean,clean,0.8734109401702881,Facenet512_clean
28,VGG-Face,/content/face_module/dataset_extractedfaces/celeba_pairs/130980.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/147767.jpg,celeba_pairs,dodging_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,Facenet512,clean,clean,0.7959234714508057,Facenet512_clean
30,VGG-Face,/content/face_module/dataset_extractedfaces/celeba_pairs/042909.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/048579.jpg,celeba_pairs,dodging_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,Facenet512,clean,clean,0.7042645215988159,Facenet512_clean
32,VGG-Face,/content/face_module/dataset_extractedfaces/lfw_pairs/Donald Rumsfeld_105.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Paul Burrell_11.jpg,lfw_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,Facenet512,clean,clean,0.0512039996683597,Facenet512_clean
33,VGG-Face,/content/face_module/dataset_extractedfaces/celeba_pairs/169016.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/171037.jpg,celeba_pairs,dodging_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,Facenet512,clean,clean,0.9276920557022096,Facenet512_clean
34,VGG-Face,/content/face_module/dataset_extractedfaces/celeba_pairs/001430.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/046649.jpg,celeba_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,Facenet512,clean,clean,0.0368540957570076,Facenet512_clean
48,VGG-Face,/content/face_module/dataset_extractedfaces/lfw_pairs/Renee Zellweger_14.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Venus Williams_9.jpg,lfw_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,Facenet512,clean,clean,-0.1588931530714035,Facenet512_clean
57,VGG-Face,/content/face_module/dataset_extractedfaces/lfw_pairs/Mike Weir_10.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Luis Horna_2.jpg,lfw_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,Facenet512,clean,clean,0.1256765872240066,Facenet512_clean
60,VGG-Face,/content/face_module/dataset_extractedfaces/lfw_pairs/Jason Kidd_9.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Luiz Inacio Lula da Silva_22.jpg,lfw_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,Facenet512,clean,clean,0.1686835289001464,Facenet512_clean
0,VGG-Face,/content/face_module/dataset_extractedfaces/lfw_pairs/Renee Zellweger_1.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Catherine Deneuve_2.jpg,lfw_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,GhostFaceNet,clean,clean,0.0863346979022026,GhostFaceNet_clean
1,VGG-Face,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0113_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0122_01.jpg,vggface2_pairs,dodging_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,GhostFaceNet,clean,clean,0.372836709022522,GhostFaceNet_clean
2,VGG-Face,/content/face_module/dataset_extractedfaces/celeba_pairs/107859.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/031892.jpg,celeba_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,GhostFaceNet,clean,clean,-0.0021720379590988,GhostFaceNet_clean
3,VGG-Face,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0076_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000005_0080_01.jpg,vggface2_pairs,impersonation_attack,/home/nadmin/Desktop/updatedattack/results/VGG-Face/transfer_attack_similarity_scores_all12_lambda020_limit1000.csv,GhostFaceNet,clean,clean,0.0733531713485717,GhostFaceNet_clean
